OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,ROAD_SEC_CLASS,SECTION_ID,SEC_LENGTH,ROUTE_NO,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,MaxBRHT,MaxPierHT,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUNICIPAL,RECOMMEND,REMARKS,created_user,created_date,last_edited_user,last_edited_date
7448,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,SURIGAO DEL SUR (FIRST DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00313MN,192292,902,178804,B00750MN,Banahao Br.,22,Concrete,permanent,Year Known,2010,Good,2,0,4.8,0,1,9.7,30,20,0,0,0.8,0.8,2,0,Estuary (Salt Water),BANAHAO,LIANGA,Routine Maintenance - Other,"Bridge is stable, requires routinary maintenance only",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7449,Mindanao,Region X,Misamis Occidental,Misamis Occidental 1st District Engineering Office,MISAMIS OCCIDENTAL (FIRST DISTRICT),Oroquieta-Langcangan Rd,Tertiary,S01014MN,586,0,290,B00376MN,Layawan Br.,112,Steel,permanent,Year Known,1976,Good,2,3,8.81,6.14,4,8.85,20,20,0,0,0.45,0.45,2,0,Sea (Exposed),Layawan,Oroquieta City,RM - Bridge Component Painting,GAA FY 2021 Rehabilitation / Major Repair of Permanent Bridges Layawan Br. (B00376MN) along Oroquieta-Langcangan Rd,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7450,Mindanao,Region XI,Davao Oriental,Davao Oriental 1st District Engineering Office,DAVAO ORIENTAL (FIRST DISTRICT),Surigao del Sur Bdry-Davao Or Coastal Rd,Secondary,S00140MN,179286,902,110298,B00103MN,Binugtuan Br.,30,Concrete,permanent,Year Known,2000,Fair,2,0,6,0,1,9.53,30,15,0,0,0.71,0.71,2,0.125786,River/Waterway (fresh water),STA. FE,BAGANGGA,Major Maint-Protective Measure,Cracks was observed on girders,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7451,Mindanao,Region XIII,Agusan del Norte,Agusan del Norte District Engineering Office,AGUSAN DEL NORTE (SECOND DISTRICT),Daang Maharlika (Surigao-Agusan Sect),Primary,S00399MN,54856,1,35636,B02013MN,Sta. Ana Parallel Br.,102,Concrete,permanent,Year Known,2020,Good,2,3,7,8.7,4,9.6,49,0,0,0,0.7,0.7,2,0,River/Waterway (fresh water),Sta. Ana,Tubay,"RM - Bridge Deck Sweep, Clean",PARALLEL BRIDGE UNDER GAA 2019,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7452,Mindanao,Region XII,South Cotabato,South Cotabato 2nd District Engineering Office,SOUTH COTABATO (SECOND DISTRICT),Midsayap-Marbel Rd,Secondary,S00275MN,24327,940,10885,B01891MN,Dumadalig Br.,16,Concrete,permanent,1945-1970,2010,Good,2,0,2.5,0,1,16,30,15,0,0,0.75,0,4,0,River/Waterway (fresh water),DUMADALIG,TANTANGAN,Routine Maintenance - Other,In good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7453,Mindanao,Region XII,Cotabato,Cotabato 1st District Engineering Office,COTABATO (FIRST DISTRICT),Midsayap-Makar Rd,Secondary,S00817MN,22974,940,22750,B01466MN,Datu Sahid Piang Br.,312,Concrete,permanent,Year Known,1994,Good,2,15,17.2,12.8,16,9.5,35,15,0,0,0.7,0.7,2,0.011841,River/Waterway (fresh water),Olandang,Midsayap,Routine Maintenance - Other,On-going Rehabilitation of Bridge for CY2021,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7454,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,SURIGAO DEL SUR (FIRST DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00313MN,192292,902,103661,B00699MN,Pamugsukan Br.,15,Concrete,permanent,Year Known,1990,Fair,2,0,4.9,0,1,8.92,30,20,0,0,0.75,0.75,2,0.078431,River/Waterway (fresh water),GAMUT,TAGO,Major Maintenance - Other,"Rehabilitation of the bridge was done year 2016 under GAA funds,strengthening of main members and waterproofing to deck.Bridge requires installation of expasion joint sealant to both abutments.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7455,Mindanao,Region X,Camiguin,Camiguin District Engineering Office,CAMIGUIN (LONE DISTRICT),Camiguin Circumferential Rd,Secondary,S00001CG,63651,870,24175,B00013CG,Guinsiliban Br.,16,Steel,permanent,Year Known,1975,Fair,2,0,4.53,0,1,8.88,5,20,0,3.25,0.44,0.47,2,0.216981,Not Specified,POBLACION,GUINSILIBAN,Routine Maintenance - Other,NEED ROUTINE MAINTENANCE ONLY.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7456,Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 2nd District Engineering Office,AGUSAN DEL SUR (SECOND DISTRICT),Daang Maharlika (Agusan-Davao Sect),Primary,S00439MN,73269,1,30508,B00924MN,Bayugan Br. 3,22,Concrete,permanent,Year Known,1970,Fair,2,2,3.9,3.45,3,7.7,6,15,0,0,0.47,0.45,2,0.088154,River/Waterway (fresh water),Bayugan III,Rosario,Upgrading - Other,"Water leakage noticed at Pier 1 & 2 including Abutment A need to be repair by Seamless joint application to avoid damage of the structure. Newly completed  Retrofitting/Strengthening of BAYUGAN 3 Br dated June 08,2018 in the existing bridge and  asphalt",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7457,Mindanao,Region XI,Davao del Norte,Davao del Norte District Engineering Office,DAVAO DEL NORTE (SECOND DISTRICT),Carmen-DAPECOL Cmpd Rd,Secondary,S00086MN,11187,910,3567,B00021MN,Basak Br.,12,Concrete,permanent,Year Known,1977,Fair,2,0,2.45,0,1,7.54,30,15,0,0,0.4,0.4,2,0.283019,River/Waterway (fresh water),CAMILING,CARMEN,Major Maint - Repair Damage,"Need funds for repair of Deck Slab, Girders & Abutment. Unusual vibration is observed.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7458,Mindanao,Region XII,Maguindanao,Cotabato City District Engineering Office,23,Cotabato City Circumferential Rd (Western Sect),Tertiary,S00784MN,7437,0,1792,B01475MN,Bubong Br.,57,Concrete,permanent,Year Known,1998,Fair,2,2,8.7,5.83,3,9.4,38,15,0,0,0.65,0.6,2,0.077135,River/Waterway (fresh water),Mother Tamontaka,Cotabato Citry,Major Maint - Repair Damage,The bridge expansion joints needs to be repaired by using Asphaltic Plug Joint and the Bridge approach should be replaced due to the hazardous transition from road to bridge.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7459,Mindanao,Region XIII,Surigao del Norte,Surigao del Norte 2nd District Engineering Office,SURIGAO DEL NORTE (SECOND DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00358MN,58744,902,14213,B00980MN,Hinatigan Br. 2,30,Concrete,permanent,Year Known,1992,Good,2,1,5.57,2.8,2,8.84,29,20,0,0,0.78,0.77,2,0,River/Waterway (fresh water),HINATIGAN,BACUAG,"RM - Bridge Deck Sweep, Clean",No defects were observed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7460,Mindanao,Region X,Misamis Oriental,Misamis Oriental 1st District Engineering Office,MISAMIS ORIENTAL (FIRST DISTRICT),Gingoog-Claveria-Villanueva Rd,Secondary,S00569MN,25543,955,2246,B01256MN,Kahulugan Br.,15,Concrete,permanent,Year Known,1994,Good,2,0,12,0,1,10.1,40,0,0,0,1,1,2,0,River/Waterway (fresh water),Kahulugan,Gingoog City,RM - Bridge Waterways Cleaning,Routine only,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7461,Mindanao,Region XIII,Agusan del Norte,Agusan del Norte District Engineering Office,AGUSAN DEL NORTE (SECOND DISTRICT),Butuan City-Cagayan de Oro City-Iligan City Road (Agusan-Misamis Or Rd),Primary,S00391MN,30423,9,14924,B01724MN,Camagong Br.,12,Concrete,permanent,Year Known,2012,Fair,2,0,3.98,0,1,16.89,46,0,0,0,0.78,0.78,4,0.119497,Sea (Exposed),CAMAGONG,NASIPIT,Upgrading - Strengthening,"Visible cracks at span deck, Material loss and eroded bank protection",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7462,Mindanao,Region XI,Compostela Valley,Davao de Oro District Engineering Office,DAVAO DE ORO (SECOND DISTRICT),Surigao-Davao Coastal Rd,Primary,S01376MN,40855,74,18895,B00200MN,Pagakpak Br.,32,Steel,permanent,Post 1970,1971,Fair,2,0,6.32,0,1,9.02,20,15,0,0,0.83,0.83,2,0.314465,River/Waterway (fresh water),Bongabong,Pantukan,Major Maint - Repair Damage,"Deteriorated Sealant has been observed, Provide EJ., Steel Finger Type (Wd60 Complete Set),Loose connection of 7 bolts were observed, Installation of bolts is recommended, Cracks on Abutment,Deck and Girder, Epoxy Coating and Epoxy Injection is recommend",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7463,Mindanao,Region X,Lanao del Norte,Lanao del Norte 2nd District Engineering Office,ILIGAN CITY (LONE DISTRICT),Misamis Oriental-Ma Cristina Bdry Rd,Primary,S01378MN,20033,9,15272,B00882MN,Tubod Br. 1 (old),71,Concrete,permanent,Year Known,1992,Fair,2,4,5.5,3.5,5,8.74,0,15,0,0,0.6,0.6,2,0.070547,River/Waterway (fresh water),Mahayahay,Iligan City,Major Maint - Repair Damage,"Cracking at Main Member 3, Span 1 ; Apply Epoxy Injection and Carbon Fiber Sheet. Rebar Exposure at Left Railing, Span 1; Apply Patching Type B. Material Loss/Disintegration at Scour Protection, Pier 3 & 4 , Apply Gabion Mattress.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7464,Mindanao,Region XI,Davao Occidental,Davao Occidental District Engineering Office,DAVAO OCCIDENTAL (LONE DISTRICT),Davao-Sarangani Coastal Rd (Malalag-Malita-JAS-G),Secondary,S00209MN,80177,930,58428,B00176MN,V. Maruya Sr. Br.,61,Concrete,permanent,Year Known,1998,Fair,2,2,7.1,5,3,10.46,30,15,0,0,0.73,0.73,2,0.107438,River/Waterway (fresh water),TALAGUTONG,DON MARCELINO,Major Maint-Protective Measure,On-going Waterproofing and Asphalt Overlay funded under FY 2018 GAA,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7465,Mindanao,Region XII,South Cotabato,South Cotabato 1st District Engineering Office,SOUTH COTABATO (THIRD DISTRICT),Makar-Kiamba Rd,Secondary,S00246MN,17382,935,6470,B01024MN,Banwalan Br.,52,Concrete,permanent,Year Known,1981,Good,2,3,4.8,3.05,4,18.61,19,20,0,0,0.71,0.71,4,0.021505,River/Waterway (fresh water),Tambler,General Santos City,RM - Concrete Component Repair,Apply pressurized concrete epoxy injection to seal cracks and repair concrete components by patching concrete mortar.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7466,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,SURIGAO DEL SUR (FIRST DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00313MN,192292,902,87087,B01987MN,Bunawan Parallel Br.,101,Concrete,permanent,Year Known,2019,Good,2,4,6.1,5.3,5,9.6,40,20,0,0,0.72,0.72,2,0,River/Waterway (fresh water),PANGI,TANDAG,"RM - Bridge Deck Sweep, Clean",Newly constructed bridge under GAA 2018.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7467,Mindanao,Region XII,Cotabato,Cotabato 1st District Engineering Office,COTABATO (FIRST DISTRICT),Davao-Cotabato Rd (Jct Digos-Cotabato Sect),Primary,S00791MN,50229,75,11360,B00308MN,Nalapaan Br.,18,Concrete,permanent,Year Known,1993,Good,2,2,3.3,2.97,3,16.4,40,18,0,0,0.73,0.81,4,0,River/Waterway (fresh water),Pagangan,Pikit,Routine Maintenance - Other,Existing 4 lanes with 4 Cantiliver and 6 RCDG Girder.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7468,Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 1st District Engineering Office,AGUSAN DEL SUR (FIRST DISTRICT),NRJ Bayugan-Esperanza Rd,Tertiary,S00458MN,6914,0,4012,B00938MN,Cagbas Br.,16,Concrete,permanent,Year Known,1989,Fair,2,0,4.2,0,1,9.57,38,20,0,0,0.8,0.78,2,0.09434,River/Waterway (fresh water),Cagbas,Bayugan City,Upgrading - Widening,Scaling on whole Deck and also on both Approaches. All girders and bottom portion of Deck was strengthened with carbon fibers under GAA 2018 Fund implemented by DPWH ADS 1st DEO. This bridge is recommended for widening into 4lanes since its is located ne,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7469,Mindanao,Region XI,Compostela Valley,Davao de Oro District Engineering Office,DAVAO DE ORO (SECOND DISTRICT),Asuncion-San Isidro-Laak-Veruela Rd,Secondary,S01377MN,35543,911,32218,B01685MN,Langoyon Br.,30,Concrete,permanent,Year Known,2013,Fair,2,0,10.63,0,1,9.65,20,0,0,0,0.75,0.75,2,0.056604,River/Waterway (fresh water),Kiokmay,Laak,Major Maint - Repair Damage,"Severe Scaling on Deck Slab, Provide Asphalt Overlay",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7470,Mindanao,Region XIII,Surigao del Norte,Surigao del Norte 1st District Engineering Office,SURIGAO DEL NORTE (FIRST DISTRICT),Jct Osmeña-Pilar Rd,Tertiary,S00023SG,21747,0,20970,B00011SG,Asinan Br.,21,Concrete,permanent,Year Known,2000,Good,2,0,5.7,0,1,9.44,40,20,0,0,0.76,0.76,2,0,Estuary (Salt Water),Asinan,Pilar,Routine Maintenance - Other,No defects observed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7471,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 2nd District Engineering Office,SURIGAO DEL SUR (SECOND DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00300MN,112724,902,96511,B00773MN,Hamindang Br.,16,Concrete,permanent,Year Known,2011,Good,2,0,4.85,0,1,9.5,43,20,0,0,0.98,0.98,2,0,River/Waterway (fresh water),SABANG,LINGIG,"RM - Bridge Deck Sweep, Clean",Bridge should be monitored  from wooden debris that might blocke the water flow to prevent damaged of bank protection Scope of Work of this Project FY 2017 are Carbon Fiber Sheets Carbon Fiber Plates Structural Concrete Injection and Crack Repair Deck Sl,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7472,Mindanao,Region X,Misamis Oriental,Misamis Oriental 1st District Engineering Office,MISAMIS ORIENTAL (FIRST DISTRICT),Butuan City-Cagayan de Oro City-Iligan City Rd,Primary,S00476MN,26545,9,14443,B01294MN,Sta. Ines Br. 1,103,Concrete,permanent,Year Known,1977,Good,2,4,5.48,4.43,5,9.11,10,20,0,0,0.75,0.75,2,0,Sea (Exposed),Sta. Ines,Talisayan,RM - Bridge Waterways Cleaning,Routine only,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7473,Mindanao,Region XI,Davao Oriental,Davao Oriental 2nd District Engineering Office,DAVAO ORIENTAL (SECOND DISTRICT),Tibanban-Lavigan Rd,Tertiary,S01397MN,54556,0,45872,B01526MN,Pigsapawan Br.,32,Steel,permanent,Year Known,2007,Fair,2,0,3.7,0,1,9.3,16,15,0,0,0.75,0.75,2,0.075472,Sea (Exposed),PUNDAGUITAN,GOVERNOR GENEROSO,Routine Maintenance - Other,For immediate repair and routine maintenance.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7474,Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 1st District Engineering Office,AGUSAN DEL SUR (FIRST DISTRICT),Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,Tertiary,S00448MN,23574,0,17908,B01796MN,Ubaan Br.,20,Concrete,permanent,Year Known,2000,Good,2,0,7.8,0,1,9.08,43,0,0,0,0.52,0.52,2,0.037736,River/Waterway (fresh water),San Pedro,San Luis,Routine Maintenance - Other,Multiple major cracks on Abutment B Slope Protection. This Bridge was completed widened year 2019 from 1lane to 2 lanes under GAA2018 Fund and implemented by DPWH ADS 1st DEO. Routine maintenance only other,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7475,Mindanao,Region XII,Sultan Kudarat,Sultan Kudarat 2nd District Engineering Office,SULTAN KUDARAT (SECOND DISTRICT),Awang-Upi-Lebak-Kalamansig-Palimbang-Sarangani Rd,Secondary,S00737MN,67940,935,54847,B00396MN,San Roque Br.,13,Concrete,permanent,Year Known,1999,Good,2,0,3,0,1,9.58,0,15,0,0,0.78,0.78,2,0.018868,Sea (Exposed),San Roque,Palimbang,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7476,Mindanao,Region XII,Cotabato,Cotabato 3rd District Engineering Office,COTABATO (THIRD DISTRICT),Makilala-Allah Valley Rd,Primary,S00835MN,23801,76,15887,B00241MN,Malasila Br.,61,Concrete,permanent,Year Known,1976,Good,2,3,11.4,9.53,4,8.38,35,14,0,0,0.5,0.5,2,0,River/Waterway (fresh water),Brgy. Bagontapay,M'lang,Routine Maintenance - Other,Routine maintenace only,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7477,Mindanao,Region XI,Davao del Sur,Davao City District Engineering Office,DAVAO CITY (FIRST & SECOND DISTRICT),Daang Maharlika (MN),Primary,S00001MN,27849,1,4416,B01619MN,Bunawan Br. 2,45,Concrete,permanent,Year Known,2011,Good,2,0,6.8,0,1,9.5,42,15,0,0,0.75,0.75,2,0,River/Waterway (fresh water),Bunawan,Davao City,"RM - Bridge Deck Sweep, Clean",Bridge widening on going,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7478,Mindanao,Region X,Lanao del Norte,Lanao del Norte 2nd District Engineering Office,LANAO DEL NORTE (FIRST DISTRICT),Linamon-Zamboanga Rd,Primary,S00914MN,58370,9,56208,B01681MN,Baroy Br.,8,Concrete,permanent,Year Known,2012,Good,2,0,6.58,0,1,9.55,49,0,0,0,0.75,0.75,2,0,River/Waterway (fresh water),"Brgy. Poblacion, Lanao del Norte","Baroy, Lanao del Norte",RM - Bridge Component Painting,Bridge is in good condition. Minor Cracks at Slope Protection Abutment 2 apply Protective Coating.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7479,Mindanao,Region XI,Davao del Sur,Davao del Sur District Engineering Office,DAVAO DEL SUR (LONE DISTRICT),Davao-Cotabato Rd (Davao City-Jct Digos Sect),Primary,S00164MN,373,1,172,B01613MN,Coronon Br. 3,30,Concrete,permanent,Year Known,2012,Fair,2,0,7.96,0,1,9.54,44,0,0,0,0.76,0.76,2,0.062893,River/Waterway (fresh water),Coronon,Sta. Cruz,Major Maint-Protective Measure,SCALING AND CRACKS ON DECKSLAB & SCOUR PROTECTION MATERIAL LOSS,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7480,Mindanao,Region XII,Sarangani,Sarangani District Engineering Office,SARANGANI (LONE DISTRICT),Sarangani-Sultan Kudarat Coastal Rd,Secondary,S00227MN,88722,935,71205,B01077MN,Tual Br.,53,Concrete,permanent,Year Known,1983,Fair,2,3,3.5,3.5,4,17.6,21,20,0,0,0.7,0.7,4,0.165563,River/Waterway (fresh water),POBLACION,MAITUM,Major Maintenance - Other,Pier foundation of the bridge need to protect from scouring.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7481,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,SURIGAO DEL SUR (FIRST DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00313MN,192292,902,27897,B00656MN,Abacahan Br.,36,Steel,permanent,Year Known,2010,Fair,2,0,4,0,1,9.5,20,20,0,0,0.75,0.75,2,0.132075,Estuary (Salt Water),PAG-ANTAYAN,CANTILAN,Major Maintenance - Other,"Application of protective coating for waterproofing to deck,installation of sealant on expansion joint and quarterly cleaning of accumulated dirt on deck and steel main members are required.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7482,Mindanao,Region XI,Davao del Sur,Davao City District Engineering Office,DAVAO CITY (FIRST & SECOND DISTRICT),Daang Maharlika (MN),Primary,S00001MN,27849,1,4416,B01689MN,Bunawan Br. 1,45,Concrete,permanent,Year Known,2011,Good,2,0,8.2,0,1,9.54,44,15,0,0,0.76,0.76,2,0.012579,River/Waterway (fresh water),Bunawan,Davao City,"RM - Bridge Deck Sweep, Clean",bridge already widen into 3 lanes,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7483,Mindanao,Region XIII,Dinagat Islands,Dinagat Islands District Engineering Office,DINAGAT ISLANDS (LONE DISTRICT),Dinagat-Loreto Rd,Secondary,S00007DG,81604,880,6199,B00081DG,Pangi Br. 1,16,Concrete,permanent,Year Known,2012,Good,2,0,4.76,0,1,9.51,41,20,0,0,0.72,0.73,2,0,Swamp,WADAS,DINAGAT,Routine Maintenance - Other,Regular routine maintenance is necessary,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7484,Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,SURIGAO DEL SUR (FIRST DISTRICT),Jct Gamut-Sn Miguel Bayugan Rd,Tertiary,S01347MN,19815,0,9393,B01407MN,Cagpangi Br.,25,Concrete,permanent,Year Known,1995,Good,2,1,6,5.2,2,8.94,25,20,0,0,0.76,0.76,2,0,River/Waterway (fresh water),CABANGAHAN,TAGO,Routine Maintenance - Other,Rehabilitation of bridge was completed under GAA  2018,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7485,Mindanao,Region X,Misamis Occidental,Misamis Occidental 2nd District Engineering Office,MISAMIS OCCIDENTAL (SECOND DISTRICT),Ozamis-Pagadian Rd,Primary,S00957MN,40346,78,19409,B00350MN,Bosikong Br.,22,Steel,permanent,Year Known,1965,Good,2,0,7.78,0,1,8.95,1,10,0,0,0.49,0.49,2,0,River/Waterway (fresh water),Aquino,Tangub City,Major Maintenance - Other,"Newly Completed FY 2018 Repainting of Steel Girder, Slope Bank Protection and side walk cracking",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7486,Mindanao,Region XI,Davao Oriental,Davao Oriental 2nd District Engineering Office,DAVAO ORIENTAL (SECOND DISTRICT),Pres. Diosdado P.Macapagal Natl Hi-way,Primary,S01448MN,68215,74,8129,B00037MN,Bilawan Br.,16,Concrete,permanent,Year Known,1967,Fair,2,0,5.31,0,1,17.4,0,15,0,0,0.42,0.44,4,0.132075,River/Waterway (fresh water),CENTRAL,MATI,Major Maintenance - Other,Immediate repair is recommended @ inner lanes for scaling & routine maint.works,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7487,Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 1st District Engineering Office,AGUSAN DEL SUR (FIRST DISTRICT),NJR Bah-Bah-Talacogon Rd,Secondary,S00469MN,11349,904,4184,B00794MN,Batucan Br.,23,Concrete,permanent,Year Known,1970,Fair,2,0,6.7,0,1,10.2,30,15,0,0,0.85,0.8,2,0.125786,River/Waterway (fresh water),Batucan,Talacogon,Major Maint-Protective Measure,All Bearings on both abutments are corroded and needs anti corrosion paint for protection. Deck bottom portion and both girders at near end Abutment portion were strengthened with carbon fibers under GAA 2017 Fund and implemented by DPWH ADS 1st DEO. Def,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7488,Mindanao,Region XII,Sultan Kudarat,Sultan Kudarat 2nd District Engineering Office,SULTAN KUDARAT (SECOND DISTRICT),Awang-Upi-Lebak-Kalamansig-Palimbang-Sarangani Rd,Secondary,S00732MN,38068,935,18884,B00621MN,Pilandok Br.,12,Concrete,permanent,Year Known,1997,Good,2,0,3.74,0,1,9.58,26,10,0,0,0.7,0.65,2,0,River/Waterway (fresh water),Barurao II,Lebak,"RM - Bridge Deck Sweep, Clean",This bridge was newly widened to 4-lanes.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7489,Mindanao,Region XII,Cotabato,Cotabato 2nd District Engineering Office,COTABATO (SECOND DISTRICT),Davao-Cotabato Rd (Jct Digos-Cotabato Sect),Primary,S00682MN,42029,75,12922,B01267MN,Malasila Br. (New),46,Concrete,permanent,Year Known,2000,Good,2,1,4.9,4.99,2,9.57,37,14,0,0,0.78,0.78,2,0.011494,River/Waterway (fresh water),Malasila,Makilala,Routine Maintenance - Other,Bridge needs routine maintence only .,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7490,Mindanao,Region X,Lanao del Norte,Lanao del Norte 1st District Engineering Office,LANAO DEL NORTE (FIRST DISTRICT),Iligan City-Marawi City Rd,Primary,S00929MN,19284,77,19154,B01923MN,Pantar Br. 2,81,Concrete,permanent,Year Known,2013,Good,2,2,12.1,8.13,3,9.52,23,20,0,0,0.75,0.75,2,0,River/Waterway (fresh water),Cadayonan,Pantar,Routine Maintenance - Other,Clearing and Cleaning (vegetation) at both abutments under Routine maintence should be strictly done every month.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7491,Mindanao,Region XI,Davao del Sur,Davao del Sur District Engineering Office,DAVAO DEL SUR (LONE DISTRICT),Davao-Cotabato Rd (Davao City-Jct Digos Sect),Primary,S00162MN,30669,1,16884,B01997MN,Pilan Parallel Br.,25,Concrete,permanent,Year Known,2017,Good,2,0,8.8,0,1,9.9,47,0,0,0,0.78,0.78,2,0.037736,River/Waterway (fresh water),0,STA. CRUZ,Major Maint - Repair Damage,DAMAGED SLOPE PROTECTION AT ABUTMENT A,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7492,Mindanao,Region XII,Sarangani,Sarangani District Engineering Office,SARANGANI (LONE DISTRICT),Sarangani-Davao Del Sur Coastal Rd,Secondary,S00222MN,94217,930,45138,B01055MN,Calabanit Br.,42,Concrete,permanent,Year Known,1993,Fair,2,1,3.1,3.89,2,16.8,29,20,0,0,0.66,0.66,4,0.122605,River/Waterway (fresh water),CALABANIT,GLAN,Major Maintenance - Other,Reseal longitudinal joint and expansion joint to prevent water leakage.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
7493,Mindanao,Region XIII,Surigao del Norte,Surigao del Norte 2nd District Engineering Office,SURIGAO DEL NORTE (SECOND DISTRICT),Surigao-Davao Coastal Rd,Secondary,S00358MN,58744,902,40529,B00991MN,Capandan Br.,20,Steel,permanent,Year Known,1997,Fair,2,0,5.03,0,1,8.88,29,20,0,0,0.47,0.48,2,0.075472,River/Waterway (fresh water),URBIZTONDO,CLAVER,"RM - Concrete, Deck Repair",Water leakage observed at both Abutments A and B.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
